year,mileage,tax,mpg,engineSize,price
2019,4838,145,38.2,2,32490
2019,10897,145,47.9,2,36444
2019,942,145,47.1,1,19990
2018,16753,145,39.2,4,53990
2019,10229,145,40.9,1.5,22990
2019,60,145,38.2,2,34990
2017,20026,20,61.4,1.4,13990
2017,25227,145,50.4,2,16440
2019,1000,145,40.4,3,42888
2019,150,145,47.9,2,31950
2019,8000,150,35.8,3,44950
2016,19860,145,47.1,1.8,17000
2016,42089,200,48.7,2,18100
2015,19963,325,29.4,4,46465
2016,29897,125,50.4,1.4,14875
2019,5243,145,40.9,3,39990
2019,7178,145,42.2,1,22440
2019,7470,145,40.4,2,22990
2019,9805,145,38.2,2,35990
2019,4327,145,38.2,2,33990
2019,2999,145,35.8,3,47990
2015,39522,20,60.1,1.4,14990
2019,4750,145,32.8,3,52950
2019,4750,145,45.6,2,25450
2019,2800,145,51.4,1.6,21450
2016,30675,30,61.4,3,21999
2019,2250,145,46.3,1.5,21999
2019,4750,145,39.8,2,26450
2019,6445,145,40.9,1.5,25750
2019,6540,145,53.3,1.6,22950
2015,45950,160,44.1,2,16950
2019,3670,145,51.4,2,23950
2019,7968,145,38.7,3,37950
2019,4750,145,53.3,1.6,19750
2019,4750,145,51.4,2,23750
2019,4750,145,39.2,2,30350
2018,13520,145,33.2,3,42950
2019,4750,145,31.7,2,33950
2016,31925,125,48.7,2,17950
2016,37120,200,47.9,3,31450
2013,34925,200,47.9,2,13950
2019,4750,145,32.8,3,55750
2019,4750,145,33.2,2,29950
2020,4750,145,44.8,1.5,23950
2020,4750,145,48.7,2,29950
2018,22018,145,67.3,2,15100
2018,14015,145,50.4,2,18100
2018,5850,145,39.2,4,56950
2016,31025,30,61.4,2,16950
2019,3339,145,34.5,2,36750
2018,15425,145,39.2,4,56950
2019,4706,145,38.2,2,34950
2018,5230,145,49.6,1.4,22450
2015,35117,160,50.4,2,17797
2019,9400,145,52.3,3,33997
2019,6125,145,52.3,1.6,22897
2016,25480,30,58.9,1.4,13950
2019,6000,145,32.8,3,51750
2018,6734,145,46.3,1.6,20500
2016,29660,20,70.6,1.6,10900
2016,39015,205,47.1,2,20000
2016,30539,30,57.6,1.4,10900
2019,5200,145,37.7,2,29950
2015,27434,20,68.9,2,10280
2016,31139,20,68.9,2,15697
2015,69134,20,67.3,2,9547
2019,4750,145,50.4,2,28950
2019,7000,145,33.2,2,29750
2019,4750,145,40.9,1.5,27750
2017,23250,145,53.3,2,22999
2017,21350,160,43.5,2,25999
2017,18699,145,38.2,3,32999
2019,4035,145,50.4,2,24199
2019,3517,145,47.1,2,28599
2019,10727,145,39.2,3,35399
2019,2466,145,46.3,2,26697
2019,6600,145,51.4,1.6,22599
2019,9800,145,51.4,1.6,22899
2019,3145,145,46.3,1.6,23997
2016,27490,145,47.9,1.4,18750
2019,1500,145,31.4,3,42750
2019,3300,145,50.4,2,24950
2019,4443,145,38.2,1.5,28950
2019,5450,145,34.9,2,31450
2019,5535,145,39.2,3,36450
2019,4800,145,30.7,2,34950
2019,4293,145,39.8,3,43950
2019,4750,145,40.9,1.5,25750
2019,4750,145,47.1,2,29750
2019,10000,145,49.6,1.6,19950
2019,4750,145,39.2,2,30995
2019,4750,145,40.9,1.5,25750
2019,4750,145,51.4,2,28950
2019,500,145,40.9,3,44750
2017,31995,150,37.7,3,31900
2017,46295,205,40.4,2,22900
2015,32600,205,40.9,2,20900
2018,21100,150,39.2,4,53999
2016,37450,125,58.9,3,19999
2017,30850,150,47.9,1.4,19999
2015,69150,205,40.4,2,18899
2019,150,145,38.2,3,45499
2019,1773,145,39.8,1.5,27699
2018,16850,150,50.4,3,34999
2017,22100,150,47.9,3,37900
2016,66475,30,61.4,3,15990
2017,40075,150,51.4,1.4,13990
2020,3500,145,32.5,2,32799
2020,1959,145,51.4,2,30299
2017,59300,0,74.3,2,14199
2019,100,145,51.4,1.6,26900
2019,2500,145,47.1,2,31399
2014,33650,260,36.7,2,18799
2016,41100,145,47.1,1.8,19999
2016,46200,160,43.5,2,20999
2016,18850,200,47.1,2,26999
2018,16120,145,38.7,3,34999
2020,1850,145,44.8,1.5,23229
2018,19250,150,47.9,3,36900
2016,57200,165,52.3,3,23900
2016,30450,30,61.4,3,22900
2019,9250,145,49.6,1.6,19999
2015,63579,200,47.9,3,28397
2017,10950,145,51.4,1.4,17997
2018,11300,145,50.4,3,34399
2019,6005,145,30.1,2.5,40399
2019,3032,145,40.9,2,30299
2016,43200,150,47.9,1.4,17990
2016,66775,150,53.3,3,18790
2018,16911,150,51.4,1,16999
2016,30000,0,76.3,1.6,10999
2016,33000,0,67.3,1,11499
2016,20792,145,47.9,1.4,15997
2016,22245,125,52.3,1.4,17599
2016,49800,145,53.3,3,20699
2019,5050,145,44.1,3,55990
2016,19588,125,58.9,2,17500
2016,25000,30,55.4,1.4,13650
2019,1983,150,34,2,32990
2017,20770,145,34,3,38799
2019,5200,145,39.2,2,37900
2016,46900,125,50.4,2,14599
2017,22975,145,54.3,1.4,23199
2017,14980,30,64.2,2,20999
2015,35300,125,57.6,2,15199
2017,24450,145,51.4,1.4,27999
2016,10750,30,64.2,2,20899
2016,28150,30,56.5,1.4,14937
2016,76968,30,61.4,2,14990
2016,38035,145,47.9,1.4,16490
2015,58549,145,47.9,1.4,14990
2017,64107,20,70.6,2,11600
2019,5035,145,49.6,1.6,18425
2018,21243,145,43.5,2,26750
2019,2550,145,42.8,2,29799
2019,2415,145,40.9,1.5,27399
2019,1765,145,39.8,1.5,29299
2019,2529,145,50.4,2,26299
2019,4231,145,50.4,2,26299
2019,11878,145,53.3,1.6,22299
2019,8825,145,52.3,1.6,19599
2019,9600,145,39.8,3,35399
2019,6455,150,47.9,1,18500
2015,40092,20,60.1,1.4,15000
2016,44830,20,70.6,2,13990
2020,4000,150,49.6,1,18990
2020,4000,150,44.8,1.5,21840
2017,18000,150,52.3,1.4,17990
2017,28300,145,53.3,2,24999
2016,29999,30,56.5,1.4,14897
2017,32000,145,57.6,2,24999
2019,8250,145,38.2,1.5,29999
2019,13450,145,42.2,1.5,23999
2016,50450,30,60.1,1.4,17999
2017,47750,30,61.4,1.6,19999
2019,4846,145,43.5,1.5,24000
2019,3659,145,42.2,1.5,24750
2015,39522,20,60.1,1.4,14500
2015,45521,160,51.4,2,16490
2016,66716,145,55.4,2,14490
2016,52121,30,61.4,2,17490
2016,68148,30,67.3,2,14990
2015,44523,160,50.4,2,15000
2016,23275,145,52.3,2,18000
2016,57572,30,61.4,2,13490
2019,4195,145,38.7,2,30000
2017,45000,145,39.2,4,47000
2017,26000,145,61.4,1.6,17750
2016,46899,30,62.8,2,16050
2017,33031,235,37.7,3,27500
2017,17372,20,70.6,1.6,14550
2018,13749,145,53.3,1.4,15900
2016,26020,30,62.8,2,17525
2017,23698,30,58.9,1.4,16875
2016,42357,125,58.9,2,15075
2018,13000,145,53.3,1,19500
2019,2902,145,38.2,2,27989
2019,3038,145,44.1,2,29750
2019,6500,145,45.6,2,29888
2020,6000,145,30.7,2,37888
2020,1500,145,43.5,1.5,25990
2020,1500,145,51.4,2,28000
2017,17001,145,55.4,1.5,15500
2019,5243,145,39.8,2,25000
2019,2913,145,39.8,2,28450
2019,5761,145,42.8,1.5,22000
2019,9534,145,50.4,2,27750
2018,11000,150,58.9,1.4,17990
2015,43395,160,50.4,2,16990
2015,49050,160,50.4,2,16490
2017,22000,145,57.7,2,21000
2014,61000,125,58.9,2,12990
2017,47501,145,29.4,4,52000
2015,46500,160,44.1,2,16990
2016,29122,30,56.5,1.4,12750
2017,29200,145,40.4,2,22500
2015,42894,160,51.4,2,16990
2017,34309,30,55.4,1.4,13750
2018,22500,145,55.4,1.4,15500
2016,22990,200,47.1,2,22000
2019,7374,145,50.4,1,19000
2019,2423,145,33.6,3,49750
2019,5394,145,39.8,2,28000
2019,3302,145,47.1,1,21000
2019,5286,145,38.7,2,23750
2018,17142,145,29.4,4,41500
2013,34447,20,67.3,2,13500
2019,6000,145,40.9,2,21500
2019,7896,145,40.9,2,28888
2019,7990,145,33.2,2,27500
2019,5000,145,30.1,2.9,54000
2020,1500,145,51.4,2,28888
2020,1500,145,47.9,1,21390
2019,5000,145,39.2,2,26950
2019,5000,145,42.8,2,25950
2019,5000,145,49.6,1.6,18950
2019,1869,150,38.2,1.5,29750
2017,66598,30,65.7,2,15990
2017,29300,30,64.2,2,16990
2015,33814,20,68.9,2,14383
2015,21100,325,29.7,4,28990
2016,38200,145,47.9,1.4,17490
2015,40675,145,54.3,2,15790
2017,33300,145,50.4,2,17490
2020,2500,145,30.7,2,37888
2020,1500,145,38.2,2,37444
2017,32568,145,39.2,4,51500
2016,27319,0,67.3,1,11500
2019,1445,145,40.9,2,26500
2020,5000,145,44.1,1.5,26450
2015,29916,200,40.4,2,20750
2016,18228,20,64.2,2,19995
2017,14250,145,57.7,1.5,19250
2020,5000,145,30.1,4,71450
2020,5000,145,44.1,1.5,30950
2019,5000,150,49.6,1.6,19750
2017,28036,30,64.2,3,20950
2013,24619,205,42.8,1.8,15650
2019,5000,145,49.6,1.6,19950
2019,5000,145,34.5,2,32450
2019,5000,145,47.1,2,28950
2018,12115,145,47.9,1.4,21450
2017,6223,145,47.9,1.4,20750
2019,3098,145,35.3,2,37950
2019,2850,145,38.2,1.5,27950
2018,7898,150,44.1,2,28995
2014,32126,20,60.1,1.4,13450
2016,43420,30,55.4,2,15450
2019,9478,150,47.9,1,18850
2017,21496,150,61.4,2,20650
2019,5000,150,49.6,1.6,17250
2020,5000,150,48.7,2,31950
2014,22789,265,35.8,2,24250
2015,35000,205,40.4,2,19875
2016,53000,200,40.4,2,19490
2019,10501,145,38.7,2,29995
2019,6034,145,42.8,2,26995
2019,8365,145,40.9,2,27995
2020,2142,145,44.8,2,30995
2019,5000,145,50.4,2,28950
2019,500,145,40.4,3,42950
2016,22398,20,64.2,2,18750
2019,5000,145,31.4,3,39950
2017,12368,145,52.3,1.4,23450
2019,5500,145,47.1,2,28450
2017,8865,145,54.3,1.4,21650
2016,22166,200,40.4,2,20650
2017,15328,300,39.2,4,53450
2019,8917,145,34.5,2,32450
2016,43296,200,40.4,2,22950
2020,3000,145,30.1,4,72995
2020,2000,145,29.1,2.9,69950
2020,3000,145,44.8,1.5,23950
2016,42165,30,61.4,3,19950
2019,5786,145,40.9,1.5,22950
2016,38298,125,53.3,1.4,13750
2015,43819,260,41.5,3,24500
2019,7388,145,41.5,1.5,23750
2016,44071,300,39.2,4,44990
2019,15561,145,41.5,1.5,22250
2019,14216,145,42.2,1.5,21500
2016,27386,125,61.4,3,20450
2017,15996,200,40.9,2,26950
2016,24019,200,40.4,2,19950
2016,17625,200,40.4,2,21950
2015,36285,145,49.6,1.4,17450
2020,1817,145,42.8,2,28995
2019,3248,145,49.6,1.6,21995
2019,2085,145,49.6,1.6,20995
2019,1853,145,42.8,2,28995
2016,30200,30,57.6,1.4,10250
2016,30887,30,57.6,1.4,11995
2019,5326,145,34.9,2,29450
2018,7968,145,34,3,40995
2019,2000,145,32.1,2,38950
2019,5000,145,46.3,1,21750
2019,7500,145,39.2,1.5,24950
2019,5789,145,52.3,1.6,20250
2016,18018,30,57.6,1.4,13750
2015,61335,30,67.3,2,10280
2015,54000,145,55.4,2,13450
2013,29323,160,39.2,2,15900
2013,22089,125,53.3,1.4,10379
2016,8915,160,52.3,3,26950
2019,8928,150,43.5,1,22450
2014,38628,200,47.1,2,19950
2019,3000,145,21.4,5.2,119450
2019,2468,145,46.3,1.6,21950
2019,5000,145,30.7,2.5,52950
2020,5000,145,42.2,1.5,26950
2020,5000,145,50.4,2,29950
2019,7500,145,33.6,3,45995
2020,3000,145,39.2,2,33995
2019,8000,145,33.2,3,52995
2019,6000,145,39.2,2,30995
2019,15885,145,50.4,3,33999
2016,17114,200,40.4,2,21995
2019,5678,145,42.2,1.5,24950
2019,2715,145,33.6,3,51950
2016,29018,30,64.2,2,18450
2016,21268,125,52.3,1.4,16450
2019,7500,145,52.3,1.6,25995
2017,10000,20,64.2,1,14995
2019,1832,145,42.8,2,29995
2020,609,145,40.9,2,35995
2020,1014,145,40.9,1.5,29995
2019,7687,145,40.9,2,29995
2019,2000,150,51.4,1.6,20995
2017,31100,150,47.9,3,32995
2017,25400,150,47.9,1.4,19995
2019,10300,150,50.4,1,19995
2019,10300,150,39.8,1.5,26995
2017,7800,150,57.6,1.4,12495
2019,4300,150,45.6,1,19995
2019,6900,150,47.9,1,19995
2016,35100,145,47.9,1.4,17995
2019,8922,145,39.8,2,24600
2017,20748,145,34,3,36979
2019,8904,150,44.1,2,29900
2019,6997,150,42.8,2,25900
2019,7022,150,33.6,3,51900
2019,2852,150,38.2,2,33400
2019,284,150,34.9,2,31400
2019,3109,150,31.7,2,31400
2019,3317,150,48.7,2,28900
2017,39458,150,34,3,35900
2016,19521,205,47.1,2,23900
2016,22967,240,39.8,2,19400
2017,28325,30,64.2,3,19900
2016,29753,30,56.5,1.4,15900
2016,34890,205,42.8,2,20900
2017,44571,240,37.7,3,28900
2018,9943,150,55.4,1.4,16900
2017,17313,145,42.2,2,22400
2019,3729,145,47.1,1,22400
2019,5537,145,51.4,1.6,20400
2019,7385,145,51.4,1.6,21700
2019,8590,145,32.1,2,36900
2019,1809,145,49.6,1.6,18400
2019,3545,145,47.9,2,28800
2019,5348,145,54.3,1.6,19200
2019,4050,145,49.6,1.6,17400
2019,3346,145,51.4,1.6,23500
2019,3902,145,43.5,1.5,22800
2019,4426,145,50.4,2,24400
2019,3401,150,30.7,4,85900
2018,7326,150,47.9,1,14900
2019,7629,150,50.4,1,22400
2019,7221,145,51.4,2,26400
2019,3577,145,49.6,1.6,20250
2019,1932,145,35.8,3,53750
2017,25105,165,45.6,2,24400
2019,395,150,34.9,2,32400
2019,3764,150,38.2,2,37400
2018,3427,150,34,3,43900
2019,11612,145,55.4,2,32400
2016,21500,30,61.4,2,17900
2019,5313,145,47.9,2,31900
2019,1910,145,40.4,3,42500
2019,2498,145,39.2,2,31900
2019,500,145,39.8,2,32900
2020,3590,145,48.7,2,33750
2019,6318,145,38.2,2,33900
2019,4628,145,51.4,1.6,20400
2017,33126,145,56.5,2,17990
2017,17413,150,40.9,2,28490
2017,68177,30,62.8,2,16490
2019,8869,145,38.2,2,31490
2019,4959,145,44.1,3,55490
2019,10388,145,29.1,2.9,55990
2018,32978,145,47.9,1.8,20990
2018,23517,145,56.5,2,24490
2014,64330,200,47.9,3,17490
2020,1501,145,32.1,2,39990
2019,3900,145,40.9,2,21995
2018,10450,145,65.7,1.6,19995
2020,2000,150,40.9,2,34995
2017,18900,30,55.4,1.4,12995
2020,3000,150,34,2,47995
2020,2000,150,40.9,3,59995
2014,41800,165,49.6,2,14495
2016,10000,165,44.8,1.8,18995
2016,43000,150,53.3,2,15995
2019,5000,150,48.7,1,16995
2017,25213,145,52.3,1.4,16789
2020,6000,145,46.3,1.6,25990
2019,4860,145,38.7,2,38990
2019,3838,145,40.9,1.5,26990
2018,9918,145,46.3,1.6,18979
2019,9853,145,51.4,1.6,19779
2017,25417,0,76.3,1.6,14990
2019,3603,150,49.6,2,25990
2017,11820,150,52.3,2,19989
2017,25075,150,65.7,2,21990
2015,49748,200,39.8,2,18489
2019,3629,145,39.8,1.5,28990
2019,3251,145,38.7,2,26990
2019,2898,145,39.8,2,26990
2019,10664,145,50.4,2,25990
2019,10119,145,38.2,3,29290
2019,5341,145,55.4,2,21990
2019,6700,145,33.2,3,54979
2019,2500,145,40.4,2,24990
2019,5904,145,34.5,2,32400
2019,6961,145,50.4,2,24400
2019,3797,135,117.7,2,49400
2019,8148,145,42.2,1.5,22400
2017,41500,145,45.6,2,18400
2019,9614,145,47.9,1,19700
2018,13768,145,40.4,2,27400
2019,4557,145,49.6,1.6,17400
2020,1545,145,42.2,1.5,26900
2019,5901,145,52.3,1.6,20100
2018,12171,145,56.5,1.5,21490
2016,66832,30,64.2,3,14990
2015,13815,260,37.2,3,25990
2014,46887,0,74.3,1.6,11995
2015,24435,200,40.9,2,24900
2016,16117,145,55.4,3,21990
2019,6564,145,42.2,1.5,23490
2018,11278,145,70.6,1.6,19990
2019,3942,145,34.9,2,32990
2019,4694,145,34.5,2,31990
2020,1000,145,50.4,2,32990
2020,500,145,40.9,2,29990
2020,1694,145,44.8,1,22990
2015,39353,235,42.8,3,24879
2019,5574,145,44.8,2,27490
2019,1793,145,44.8,1.5,21990
2019,2568,145,44.8,1.5,23490
2019,5737,145,32.1,2,32990
2017,12579,145,55.4,3,23990
2016,29588,20,70.6,2,16990
2017,31747,150,45.6,2,23990
2020,6000,145,33.2,3,49989
2017,41757,30,62.8,2,17990
2019,3000,145,34,2,38000
2017,26600,0,67.3,1,12500
2016,22100,260,35.8,2,23990
2019,5000,145,40.4,2,24500
2019,3000,145,47.1,1,20600
2017,13755,145,57.6,1.4,16490
2016,31080,30,57.6,1.4,15490
2018,9558,145,45.6,1.4,24490
2019,5209,145,34.5,3,47990
2019,5711,145,41.5,1.5,22990
2017,20814,325,29.4,4,56990
2017,19000,150,57.6,1.4,13000
2016,35750,20,72.4,2,15500
2015,57841,30,57.6,1.4,11992
2017,34250,125,60.1,3,20590
2017,36397,150,42.8,2,21995
2016,16907,200,47.1,2,23495
2015,50982,0,67.3,1,8995
2019,5000,145,33.2,3,66000
2019,3000,145,38.2,2,36000
2019,3000,145,39.8,2,28000
2019,6000,145,39.2,2,33500
2019,6000,145,40.9,2,30500
2019,3000,145,49.6,1.6,21500
2019,3000,145,35.8,3,52000
2019,3000,145,39.2,2,28000
2017,29500,150,67.3,2,20000
2017,54715,145,62.8,2,17490
2019,10654,150,39.8,2,29400
2019,7021,150,31.7,2,33400
2016,22231,30,57.6,1.4,17400
2019,2297,150,44.8,1.5,22600
2017,13000,150,67.3,1,13500
2018,22000,150,60.1,1,16500
2017,42000,150,50.4,2,15500
2017,26000,165,50.4,2,20000
2020,3000,145,32.8,3,63000
2019,5000,145,51.4,1.6,25500
2019,3000,145,47.9,1.6,24500
2019,3000,145,49.6,1.6,23000
2019,3000,145,32.1,2,37000
2019,2470,150,34.9,2,32900
2017,8997,150,43.5,2,22400
2019,5074,150,40.9,2,22900
2019,7214,150,34.5,2,31600
2019,6279,150,44.1,1.5,26400
2019,7045,150,34.9,2,32400
2019,9600,150,52.3,1,16690
2019,6000,150,38.2,2,35490
2018,9215,150,52.3,1.4,18900
2019,13456,145,39.2,1.5,24990
2019,7000,145,39.2,2,33990
2019,1000,145,40.4,2,24990
2019,10200,150,40.9,1.5,25490
2020,500,150,49.6,2,31490
2017,23021,150,52.3,1.4,19989
2014,53134,20,60.1,1.4,12990
2019,5700,145,38.2,2,38000
2016,33500,30,58.9,1.4,12500
2017,26650,145,48.7,1.4,20000
2016,41950,145,49.6,1.4,16500
2018,8000,150,55.4,1.4,15500
2018,17000,150,52.3,1.4,23000
2019,5000,145,37.2,2,31990
2017,26200,145,56.5,1.4,15000
2019,10600,145,40.9,1.5,23490
2015,32500,0,80.7,1.6,10890
2019,11000,150,48.7,1,17890
2018,22500,150,48.7,1.4,21000
2016,26500,30,56.5,1.2,14000
2019,4500,145,40.9,2,31500
2015,35528,20,60.1,1.4,14490
2017,25351,20,60.1,1,13990
2017,15132,150,57.6,1.4,14990
2019,8599,150,39.8,1.5,27490
2016,27176,150,53.3,3,27176
2015,14333,0,80.7,1.6,12990
2019,3972,145,39.8,3,34400
2019,8400,145,33.2,2,29990
2017,32400,145,67.3,1,11990
2016,33100,235,42.8,3,27495
2018,5000,145,47.9,1,14990
2019,2631,145,33.2,2,29500
2019,3000,145,32.1,2,40995
2019,1000,145,37.7,3,53000
2019,4800,145,50.4,2,24500
2018,18500,145,45.6,1.4,26325
2019,9400,145,33.2,2,30990
2019,8100,145,40.9,1.5,25490
2019,3464,145,47.1,1,22400
2019,11000,145,48.7,2,29990
2019,2000,145,46.3,2,27990
2019,9000,145,47.9,2,34990
2019,2700,145,36.2,3,44990
2020,2000,145,45.6,1,20990
2019,9200,145,37.7,2,28990
2019,4400,145,38.2,2,23990
2019,6000,145,39.8,2,26990
2019,6000,145,49.6,2,29990
2019,6000,145,45.6,2,27990
2019,8000,145,44.8,2,30990
2018,15300,145,54.3,1.4,20890
2018,10600,145,55.4,1.4,15690
2016,21500,235,42.2,3,32490
2018,14500,145,46.3,1,21490
2018,30600,145,43.5,2,26000
2018,21700,145,40.4,2,23990
2019,12500,145,40.9,1.5,24450
2019,5500,145,40.9,2,28990
2017,10700,150,50.4,1.4,20490
2019,7000,150,47.9,2,28990
2017,11900,150,64.2,1,15290
2019,11000,150,42.2,1.5,22890
2018,26100,150,54.3,1.5,18990
2019,9000,150,44.1,2,29990
2017,59900,125,52.3,1.4,18490
2019,10400,145,31.7,2,29990
2016,23500,125,60.1,2,16490
2019,9500,145,32.1,2,29990
2018,20000,145,55.4,2,22490
2015,20600,30,56.5,1.4,15000
2019,11500,145,47.9,2,34990
2019,4000,145,46.3,2,27990
2019,11500,145,38.2,3,51990
2018,17200,145,52.3,1.4,18990
2004,88024,325,22.4,4.2,6990
2009,152034,150,55.4,1.9,2490
2013,68600,205,43.5,1.8,8295
2014,105100,30,62.8,2,9495
2013,50000,205,47.1,2,15995
2019,4300,145,47.9,1.6,27995
2017,29900,145,72.4,1.6,14990
2016,31000,0,67.3,1,12890
2014,51000,30,61.4,2,10995
2012,61000,205,47.9,2,10995
2014,55982,145,55.4,2,13750
2009,92000,200,40.9,1.6,4495
2010,76000,235,38.7,2,9495
2009,82000,235,39.2,2,5995
2012,85000,205,40.9,1.6,5495
2018,19000,150,50.4,2,17000
2017,12000,150,43.5,2,27500
2018,12000,150,47.9,1.8,23500
2018,19700,150,42.2,1.5,18500
2013,78300,145,53.3,2,11500
2014,57800,125,58.9,2,9750
2016,102700,30,60.1,2,12500
2010,54800,300,33.2,2,11995
2010,106000,30,64.2,2,5495
2017,47133,125,51.4,1.4,14999
2019,4700,150,40.9,2,22000
2019,11750,150,40.9,2,21500
2019,7500,150,40.9,2,22000
2019,7500,150,40.9,2,22000
2017,15500,150,55.4,1.5,16000
2018,20000,150,40.4,2,26000
2013,51000,200,42.8,1.8,12995
2013,71100,235,44.1,3,17500
2010,79960,160,49.6,2,6995
2009,99200,155,52.3,2,4995
2007,138649,325,33.2,2,3495
2012,70950,200,46.3,2,9995
2014,96000,150,53.3,2,8500
2009,135800,150,55.4,2,3500
2013,63250,205,48.7,3,16500
2013,70774,125,58.9,2,8500
2018,16000,150,42.8,2,22900
2019,7800,145,21.4,5.2,119995
2020,2000,145,30.1,2.5,54995
2016,31254,30,58.9,1.4,14999
2014,54816,125,53.3,1.4,12499
2013,33109,30,55.4,1.2,8999
2017,28958,150,37.7,3,26995
2017,27000,205,45.6,3,23990
2016,28000,20,72.4,2,14490
2010,64800,200,40.9,1.6,5495
2010,84900,200,39.8,1.8,6995
2014,90000,125,58.9,2,9995
2013,85100,145,56.5,2,12000
2010,91450,145,53.3,2,7995
2011,105000,235,42.8,3,9995
2017,13500,145,56.5,2,20890
2019,6000,145,42.2,1.5,24444
2009,112000,145,55.4,2,5995
2008,75700,235,42.2,2.7,6995
2016,43000,30,57.6,1.4,10995
2019,1000,145,49.6,1.6,22995
2017,14800,145,54.3,1.4,18995
2019,4000,145,33.2,2,31995
2019,3243,145,37.2,2,38995
2019,5200,145,37.7,2,29995
2016,34500,30,62.8,2,16990
2016,46709,235,42.2,3,28888
2016,69000,200,47.1,2,18944
2018,15215,150,55.4,1.5,19990
2017,29583,150,30.1,4,34990
2018,5352,150,42.8,2,23990
2014,31930,580,21.9,5.2,59990
2019,4034,145,48.7,2,25944
2019,7000,145,33.2,3,53990
2018,15500,145,60.1,1,15490
2017,33000,150,62.8,2,24990
2019,2650,150,67.3,2,24990
2020,1000,150,40.9,2,30990
2019,6000,145,39.2,3,42888
2019,1481,145,39.2,3,42888
2016,43000,165,46.3,1.8,16490
2013,37838,125,53.3,1.4,9690
2017,9800,145,42.2,2,22890
2020,1500,145,40.9,1.5,28990
2017,20000,30,53.3,2,18444
2017,25000,30,60.1,1.4,17490
2016,29000,30,61.4,2,14888
2007,102000,145,56.5,2,4995
2016,69600,30,64.2,2,14888
2007,73000,325,31,2,8488
2012,95000,205,47.9,2,10888
2014,35093,30,54.3,1.4,13999
2014,34925,235,39.8,2,15999
2011,104800,160,49.6,2,7500
2019,3375,145,34.5,2,32400
2019,3972,145,40.9,1.5,27900
2015,31176,125,58.9,2,18400
2017,22231,145,56.5,1.4,16900
2020,1500,145,35.3,2,42444
2020,4000,145,44.8,2,31990
2020,1500,145,40.4,1.5,32788
2019,5886,135,117.7,0,44790
2019,1500,145,47.1,0,32788
2016,13500,145,53.3,2,19990
2017,30000,145,67.3,1.6,17888
2019,5324,145,36.2,2,28343
2015,32500,205,40.4,2,18990
2015,41173,125,53.3,1.4,11499
2018,14500,150,54.3,1.4,17444
2015,44523,235,44.1,3,19990
2017,12000,145,39.2,4,52888
2016,35064,20,67.3,2,15988
2020,1500,145,40.9,0,29944
2020,1500,145,47.1,0,33333
2020,1500,145,32.5,0,29944
2020,1500,145,30.7,0,37990
2020,1500,145,51.4,2,29888
2020,1500,135,117.7,0,49790
2019,1548,145,40.9,2,22900
2019,2956,145,50.4,2,29900
2019,1478,145,32.1,3,56900
2015,48389,240,42.8,3,23900
2019,6314,150,50.4,2,27900
2019,1027,150,38.2,2,37900
2019,4199,145,39.8,2,28995
2018,20360,145,50.4,3,49995
2017,25000,150,43.5,2,25850
2017,15000,150,54.3,1.5,18250
2017,21950,150,50.4,1.4,18990
2015,46000,30,61.4,2,14990
2018,9000,150,56.5,1.4,17444
2017,15000,150,67.3,1.6,16990
2016,29814,165,49.6,2,18250
2016,40882,20,67.3,2,16500
2017,20000,145,58.9,1.4,14990
2017,25168,30,55.4,1.4,14500
2019,14757,145,42.2,1.5,21744
2019,755,145,39.2,3,47990
2019,2001,145,40.4,0,31888
2016,41000,200,47.1,2,22888
2016,34345,30,61.4,2,15744
2020,1500,145,42.2,0,24988
2017,7110,30,60.1,0,17390
2017,10000,20,72.4,1.6,15450
2017,30000,145,39.2,4,51990
2016,34359,125,52.3,1.4,14222
2017,22438,145,50.4,2,16222
2018,52000,145,47.9,3,33444
2016,37000,160,50.4,2,19444
2017,16000,145,62.8,2,22444
2019,7656,145,38.7,3,37995
2019,5662,145,42.8,2,24995
2016,17989,145,54.3,2,17995
2020,1117,145,38.2,2,35995
2019,9388,145,49.6,1.6,20995
2019,4000,145,33.2,2,29995
2019,5750,145,51.4,1,19995
2019,1688,145,39.8,1.5,27995
2019,9597,150,48.7,1,15850
